,new_customer_idx,new_historical_existing_cnt
26554,22617_SMB_-1,0
26555,37021_SMB_-1,0
26556,11449_Enterprise_-1,0
26557,46145_Enterprise_-1,0
26558,2191_Enterprise_-1,0
26559,2596_SMB_-1,0
26560,23612_Enterprise_103,1
26561,32747_Enterprise_-1,0
26562,33334_Enterprise_0,1
26563,27433_SMB_-1,0
26564,23835_Enterprise_-1,0
26565,175_SMB_-1,0
26566,2231_Enterprise_-1,0
26567,39032_Enterprise_-1,0
26568,45236_SMB_-1,0
26569,2446_Enterprise_-1,0
26570,38337_Enterprise_-1,0
26571,43926_Enterprise_-1,0
26572,36395_Enterprise_-1,0
26573,24513_Enterprise_-1,0
26574,19128_Enterprise_-1,0
26575,13881_Enterprise_-1,0
26576,13905_Enterprise_-1,0
26577,37680_Enterprise_-1,0
26578,38681_SMB_-1,0
26579,29633_Enterprise_-1,0
26580,20419_Enterprise_-1,0
26581,31098_Enterprise_-1,0
26582,11335_Enterprise_-1,0
26583,44208_SMB_-1,0
26584,42603_SMB_-1,0
26585,21745_Enterprise_-1,0
26586,46679_Enterprise_-1,0
26587,28579_SMB_-1,0
26588,37016_Enterprise_-1,0
26589,27483_Enterprise_-1,0
26590,38358_Enterprise_-1,0
26591,46471_Enterprise_-1,0
26592,47466_Enterprise_115,1
26593,47466_Enterprise_115,1
26594,385_SMB_-1,0
26595,26742_Enterprise_-1,0
26596,34052_Enterprise_-1,0
26597,14026_Enterprise_-1,0
26598,38285_Enterprise_-1,0
26599,4319_Enterprise_51,1
26600,34824_Enterprise_-1,0
26601,34399_Enterprise_-1,0
26602,3335_Enterprise_-1,0
26603,6078_Enterprise_-1,0
26604,24498_Enterprise_-1,0
26605,34731_Enterprise_0,1
26606,32719_SMB_-1,0
26607,31004_Enterprise_7,1
26608,36964_Enterprise_9,1
26609,34590_Enterprise_-1,0
26610,23624_Enterprise_-1,0
26611,37121_Enterprise_-1,0
26612,39851_Enterprise_-1,0
26613,1569_Enterprise_1,1
26614,36455_Enterprise_-1,0
26615,11529_Enterprise_-1,0
26616,26521_SMB_-1,0
26617,29988_Enterprise_-1,0
26618,39843_Enterprise_-1,0
26619,29989_Enterprise_-1,0
26620,19804_Enterprise_19,1
26621,24559_Enterprise_-1,0
26622,24559_Enterprise_-1,0
26623,43505_Enterprise_-1,0
26624,26448_Enterprise_-1,0
26625,25026_Enterprise_-1,0
26626,43956_Enterprise_-1,0
26627,40937_Enterprise_2,1
26628,132_Enterprise_-1,0
26629,9066_Enterprise_-1,0
26630,15484_Enterprise_-1,0
26631,28024_Enterprise_-1,0
26632,28041_Enterprise_-1,0
26633,28041_Enterprise_-1,0
26634,28024_Enterprise_-1,0
26635,28024_Enterprise_-1,0
26636,28024_Enterprise_-1,0
26637,28025_Enterprise_-1,0
26638,28025_Enterprise_-1,0
26639,15483_Enterprise_-1,0
26640,15483_Enterprise_-1,0
26641,15483_Enterprise_-1,0
26642,15483_Enterprise_-1,0
26643,16635_Enterprise_-1,0
26644,16886_SMB_-1,0
26645,564_Enterprise_-1,0
26646,18134_Enterprise_-1,0
26647,47466_Enterprise_16,1
26648,25363_SMB_-1,0
26649,25363_SMB_-1,0
26650,35995_Enterprise_-1,0
26651,1533_Enterprise_-1,0
26652,46123_Enterprise_-1,0
26653,42065_SMB_-1,0
26654,2704_SMB_-1,0
26655,11482_SMB_0,1
26656,37654_Enterprise_-1,0
26657,19689_Enterprise_-1,0
26658,45024_SMB_-1,0
26659,39467_Enterprise_-1,0
26660,17764_Enterprise_-1,0
26661,24876_SMB_-1,0
26662,2087_Enterprise_-1,0
26663,16785_Enterprise_-1,0
26664,27690_SMB_-1,0
26665,26870_SMB_-1,0
26666,38207_SMB_-1,0
26667,36515_SMB_-1,0
26668,22337_SMB_-1,0
26669,22953_SMB_-1,0
26670,14004_SMB_-1,0
26671,8495_SMB_-1,0
26672,5073_Enterprise_-1,0
26673,27752_SMB_-1,0
26674,27697_Enterprise_-1,0
26675,29673_Enterprise_-1,0
26676,38048_SMB_-1,0
26677,27944_SMB_-1,0
26678,33184_Enterprise_-1,0
26679,18378_Enterprise_-1,0
26680,22182_Enterprise_-1,0
26681,26071_SMB_-1,0
26682,4605_SMB_-1,0
26683,33184_Enterprise_-1,0
26684,8131_SMB_-1,0
26685,21438_Enterprise_-1,0
26686,19097_Enterprise_-1,0
26687,23757_Enterprise_-1,0
26688,42696_SMB_-1,0
26689,12698_Enterprise_1394,1
26690,42897_Enterprise_-1,0
26691,44433_Enterprise_-1,0
26692,24380_Enterprise_-1,0
26693,5357_Enterprise_-1,0
26694,24205_Enterprise_-1,0
26695,22043_SMB_-1,0
26696,38270_SMB_-1,0
26697,16621_Enterprise_-1,0
26698,3607_SMB_-1,0
26699,7224_SMB_-1,0
26700,32039_SMB_-1,0
26701,6436_SMB_-1,0
26702,12574_Enterprise_-1,0
26703,11633_SMB_-1,0
26704,17206_Enterprise_-1,0
26705,13364_Enterprise_-1,0
26706,13364_Enterprise_-1,0
26707,5385_Enterprise_-1,0
26708,5385_Enterprise_-1,0
26709,35923_Enterprise_-1,0
26710,38617_Enterprise_-1,0
26711,34973_Enterprise_-1,0
26712,3648_SMB_-1,0
26713,8567_Enterprise_-1,0
26714,8567_Enterprise_-1,0
26715,25034_Enterprise_-1,0
26716,40892_SMB_-1,0
26717,40892_SMB_-1,0
26718,32642_Enterprise_-1,0
26719,32642_Enterprise_-1,0
26720,2169_SMB_-1,0
26721,46764_Enterprise_-1,0
26722,7790_Enterprise_-1,0
26723,1989_Enterprise_145,1
26724,37539_Enterprise_-1,0
26725,26021_Enterprise_-1,0
26726,24610_SMB_-1,0
26727,25144_SMB_-1,0
26728,25144_SMB_-1,0
26729,17954_SMB_-1,0
26730,37654_Enterprise_-1,0
26731,36601_Enterprise_-1,0
26732,17699_Enterprise_-1,0
26733,17699_Enterprise_-1,0
26734,24596_SMB_-1,0
26735,24596_SMB_-1,0
26736,32859_Enterprise_-1,0
26737,6623_SMB_-1,0
26738,26213_Enterprise_-1,0
26739,6109_Enterprise_-1,0
26740,35439_Enterprise_-1,0
26741,35439_Enterprise_-1,0
26742,25087_Enterprise_-1,0
26743,25087_Enterprise_-1,0
26744,29785_Enterprise_-1,0
26745,29785_Enterprise_-1,0
26746,26320_Enterprise_-1,0
26747,26320_Enterprise_-1,0
26748,47466_Enterprise_19,1
26749,27865_Enterprise_-1,0
26750,17844_SMB_-1,0
26751,5231_Enterprise_46,1
26752,29194_Enterprise_-1,0
26753,36806_Enterprise_-1,0
26754,31639_SMB_-1,0
26755,13566_SMB_-1,0
26756,13566_SMB_-1,0
26757,16922_SMB_-1,0
26758,10836_Enterprise_-1,0
26759,24875_Enterprise_-1,0
26760,2063_Enterprise_-1,0
26761,38667_Enterprise_-1,0
26762,15137_Enterprise_-1,0
26763,40993_SMB_-1,0
26764,41041_Enterprise_-1,0
26765,18056_Enterprise_-1,0
26766,5759_SMB_-1,0
26767,9044_SMB_-1,0
26768,41701_Enterprise_-1,0
26769,27632_SMB_-1,0
26770,21061_Enterprise_-1,0
26771,45108_Enterprise_-1,0
26772,12098_SMB_-1,0
26773,38332_SMB_-1,0
26774,32886_Enterprise_-1,0
26775,14926_Enterprise_-1,0
26776,34080_SMB_-1,0
26777,14170_SMB_-1,0
26778,23409_SMB_-1,0
26779,33510_SMB_-1,0
26780,19015_SMB_-1,0
26781,40581_SMB_-1,0
26782,36246_Enterprise_1,1
26783,11895_SMB_-1,0
26784,14993_SMB_-1,0
26785,11303_Enterprise_-1,0
26786,46767_SMB_-1,0
26787,29650_Enterprise_-1,0
26788,39617_Enterprise_-1,0
26789,39527_SMB_-1,0
26790,821_SMB_-1,0
26791,11624_SMB_-1,0
26792,11069_SMB_-1,0
26793,13318_SMB_-1,0
26794,29520_SMB_-1,0
26795,46689_Enterprise_-1,0
26796,11625_Enterprise_-1,0
26797,15136_SMB_-1,0
26798,17990_Enterprise_-1,0
26799,752_SMB_-1,0
26800,30136_SMB_-1,0
26801,36347_SMB_0,1
26802,21048_SMB_-1,0
26803,33837_SMB_-1,0
26804,23774_Enterprise_-1,0
26805,34871_Enterprise_-1,0
26806,29503_SMB_-1,0
26807,6384_Enterprise_-1,0
26808,39020_SMB_-1,0
26809,31241_Enterprise_-1,0
26810,20723_SMB_-1,0
26811,34364_SMB_-1,0
26812,41655_SMB_-1,0
26813,42463_SMB_-1,0
26814,41534_SMB_-1,0
26815,14835_SMB_1,1
26816,19909_Enterprise_-1,0
26817,6431_Enterprise_-1,0
26818,40641_SMB_-1,0
26819,40641_SMB_-1,0
26820,1012_SMB_-1,0
26821,31_Enterprise_11,1
26822,16761_SMB_-1,0
26823,35306_Enterprise_-1,0
26824,45680_Enterprise_2,1
26825,24646_SMB_-1,0
26826,33043_Enterprise_-1,0
26827,33043_Enterprise_-1,0
26828,38396_Enterprise_-1,0
26829,33120_SMB_-1,0
26830,33120_SMB_-1,0
26831,289_SMB_-1,0
26832,289_SMB_-1,0
26833,7491_Enterprise_-1,0
26834,10392_Enterprise_-1,0
26835,10392_Enterprise_-1,0
26836,35101_SMB_-1,0
26837,35101_SMB_-1,0
26838,35101_SMB_-1,0
26839,35101_SMB_-1,0
26840,22145_Enterprise_-1,0
26841,17073_Enterprise_-1,0
26842,17073_Enterprise_-1,0
26843,8543_Enterprise_-1,0
26844,19332_Enterprise_-1,0
26845,19332_Enterprise_-1,0
26846,30956_SMB_-1,0
26847,4467_Enterprise_-1,0
26848,4467_Enterprise_-1,0
26849,38205_Enterprise_-1,0
26850,42319_Enterprise_-1,0
26851,44498_Enterprise_-1,0
26852,11196_Enterprise_-1,0
26853,21255_SMB_-1,0
26854,21255_SMB_-1,0
26855,39029_Enterprise_-1,0
26856,24297_SMB_-1,0
26857,18385_SMB_-1,0
26858,21332_SMB_-1,0
26859,10002_SMB_-1,0
26860,37031_Enterprise_-1,0
26861,29612_SMB_-1,0
26862,39264_SMB_-1,0
26863,17828_Enterprise_-1,0
26864,26074_Enterprise_-1,0
26865,16313_Enterprise_-1,0
26866,36066_SMB_-1,0
26867,22066_SMB_-1,0
26868,27562_Enterprise_-1,0
26869,499_Enterprise_-1,0
26870,45902_Enterprise_-1,0
26871,43550_SMB_-1,0
26872,24267_Enterprise_-1,0
26873,38170_SMB_-1,0
26874,4372_Enterprise_-1,0
26875,348_SMB_-1,0
26876,20643_Enterprise_-1,0
26877,9269_Enterprise_53,1
26878,2787_Enterprise_-1,0
26879,36810_SMB_-1,0
26880,20064_SMB_-1,0
26881,32963_SMB_-1,0
26882,24819_SMB_-1,0
26883,32966_Enterprise_53,1
26884,42042_SMB_-1,0
26885,32846_SMB_-1,0
26886,32961_Enterprise_-1,0
26887,8632_SMB_-1,0
26888,2498_SMB_-1,0
26889,43493_SMB_-1,0
26890,30547_SMB_-1,0
26891,18439_SMB_-1,0
26892,36202_SMB_-1,0
26893,25274_SMB_-1,0
26894,10630_SMB_-1,0
26895,32897_SMB_-1,0
26896,27860_SMB_3,1
26897,44811_SMB_-1,0
26898,16154_SMB_-1,0
26899,18431_Enterprise_1,1
26900,45252_SMB_-1,0
26901,20121_Enterprise_53,1
26902,18624_Enterprise_53,1
26903,16220_SMB_-1,0
26904,2885_Enterprise_-1,0
26905,20157_SMB_-1,0
26906,25096_SMB_-1,0
26907,25096_SMB_-1,0
26908,25096_SMB_-1,0
26909,25096_Enterprise_-1,0
26910,25096_SMB_-1,0
26911,43199_SMB_32,1
26912,25096_SMB_-1,0
26913,36423_Enterprise_6,1
26914,12882_SMB_-1,0
26915,42067_SMB_0,1
26916,31368_Enterprise_-1,0
26917,975_SMB_-1,0
26918,29348_Enterprise_-1,0
26919,32067_SMB_-1,0
26920,42385_SMB_-1,0
26921,28993_SMB_-1,0
26922,30180_SMB_-1,0
26923,26693_Enterprise_-1,0
26924,12277_SMB_-1,0
26925,38248_SMB_-1,0
26926,47210_Enterprise_-1,0
26927,14160_SMB_-1,0
26928,38065_SMB_-1,0
26929,687_Enterprise_-1,0
26930,18970_Enterprise_-1,0
26931,10881_Enterprise_0,1
26932,39081_Enterprise_-1,0
26933,14245_SMB_-1,0
26934,42102_SMB_-1,0
26935,38179_SMB_-1,0
26936,11850_SMB_-1,0
26937,11414_SMB_-1,0
26938,2561_SMB_-1,0
26939,15994_SMB_-1,0
26940,19621_SMB_-1,0
26941,29160_SMB_-1,0
26942,29159_Enterprise_-1,0
26943,33693_SMB_-1,0
26944,19613_SMB_-1,0
26945,26145_Enterprise_-1,0
26946,31256_SMB_-1,0
26947,25183_SMB_-1,0
26948,5732_Enterprise_-1,0
26949,40858_Enterprise_-1,0
26950,36324_Enterprise_-1,0
26951,41159_Enterprise_-1,0
26952,31291_SMB_-1,0
26953,1273_SMB_-1,0
26954,36818_Enterprise_-1,0
26955,38123_Enterprise_-1,0
26956,36159_SMB_-1,0
26957,43554_Enterprise_-1,0
26958,16457_SMB_-1,0
26959,26432_Enterprise_-1,0
26960,15745_Enterprise_-1,0
26961,42391_SMB_-1,0
26962,18302_Enterprise_-1,0
26963,39316_SMB_-1,0
26964,46793_SMB_-1,0
26965,30994_SMB_-1,0
26966,4408_Enterprise_-1,0
26967,44402_Enterprise_-1,0
26968,19078_SMB_-1,0
26969,8550_Enterprise_-1,0
26970,20080_Enterprise_-1,0
26971,20052_SMB_-1,0
26972,44550_Enterprise_-1,0
26973,42999_Enterprise_-1,0
26974,46450_SMB_-1,0
26975,35906_Enterprise_9,1
26976,3556_Enterprise_-1,0
26977,23996_Enterprise_-1,0
26978,20996_SMB_-1,0
26979,40612_Enterprise_-1,0
26980,20223_Enterprise_-1,0
26981,28602_Enterprise_-1,0
26982,29046_SMB_-1,0
26983,44578_SMB_-1,0
26984,29866_SMB_-1,0
26985,6612_Enterprise_-1,0
26986,13141_Enterprise_-1,0
26987,17112_Enterprise_-1,0
26988,22102_Enterprise_-1,0
26989,26732_SMB_-1,0
26990,29046_SMB_-1,0
26991,36146_SMB_-1,0
26992,46813_Enterprise_-1,0
26993,17103_Enterprise_-1,0
26994,29924_SMB_-1,0
26995,33449_SMB_-1,0
26996,24940_Enterprise_-1,0
26997,33449_SMB_-1,0
26998,44596_Enterprise_-1,0
26999,3223_SMB_-1,0
27000,30093_SMB_-1,0
27001,27088_Enterprise_-1,0
27002,28667_Enterprise_-1,0
27003,47466_Enterprise_40,1
27004,22475_Enterprise_-1,0
27005,45568_Enterprise_-1,0
27006,13189_Enterprise_-1,0
27007,31695_SMB_-1,0
27008,18758_SMB_-1,0
27009,2131_Enterprise_-1,0
27010,2105_SMB_-1,0
27011,28196_SMB_-1,0
27012,19802_Enterprise_-1,0
27013,3459_Enterprise_-1,0
27014,30489_SMB_-1,0
27015,31348_SMB_-1,0
27016,6418_SMB_-1,0
27017,44937_SMB_-1,0
27018,41259_SMB_-1,0
27019,29852_SMB_-1,0
27020,10339_SMB_-1,0
27021,20524_Enterprise_-1,0
27022,43369_SMB_-1,0
27023,45181_SMB_-1,0
27024,45181_Enterprise_-1,0
27025,26789_Enterprise_-1,0
27026,30749_Enterprise_-1,0
27027,9331_SMB_-1,0
27028,34525_SMB_-1,0
27029,17438_SMB_-1,0
27030,31046_Enterprise_-1,0
27031,31046_Enterprise_-1,0
27032,8789_SMB_-1,0
27033,5059_Enterprise_-1,0
27034,5740_Enterprise_14,1
27035,1737_Enterprise_-1,0
27036,20642_Enterprise_-1,0
27037,16248_Enterprise_-1,0
27038,20600_SMB_-1,0
27039,9305_Enterprise_1,1
27040,29195_SMB_-1,0
27041,10677_SMB_-1,0
27042,15166_SMB_-1,0
27043,15166_SMB_-1,0
27044,7237_SMB_-1,0
27045,29190_Enterprise_0,1
27046,24603_SMB_-1,0
27047,3203_SMB_-1,0
27048,20508_SMB_-1,0
27049,20049_SMB_-1,0
27050,39687_SMB_-1,0
27051,10480_SMB_-1,0
27052,2561_SMB_-1,0
27053,21028_SMB_11,1
27054,23293_SMB_-1,0
27055,46500_Enterprise_-1,0
27056,15158_SMB_-1,0
27057,38987_SMB_27,1
27058,37347_Enterprise_1,1
27059,29343_SMB_6,1
27060,13820_Enterprise_-1,0
27061,8533_Enterprise_-1,0
27062,46761_Enterprise_-1,0
27063,32328_Enterprise_-1,0
27064,37518_Enterprise_-1,0
27065,17855_Enterprise_-1,0
27066,2553_Enterprise_-1,0
27067,14367_Enterprise_-1,0
27068,47237_Enterprise_-1,0
27069,22153_Enterprise_1,1
27070,3855_Enterprise_-1,0
27071,23705_Enterprise_-1,0
27072,16016_Enterprise_-1,0
27073,9244_Enterprise_-1,0
27074,3209_SMB_-1,0
27075,24979_SMB_-1,0
27076,33862_SMB_-1,0
27077,33907_SMB_-1,0
27078,11957_Enterprise_-1,0
27079,28502_Enterprise_-1,0
27080,10882_Enterprise_-1,0
27081,42261_Enterprise_-1,0
27082,38408_SMB_-1,0
27083,6895_Enterprise_-1,0
27084,27981_SMB_-1,0
27085,38271_SMB_-1,0
27086,44171_SMB_-1,0
27087,39615_SMB_-1,0
27088,25165_SMB_0,1
27089,19329_SMB_-1,0
27090,32161_Enterprise_-1,0
27091,20140_SMB_-1,0
27092,21979_Enterprise_-1,0
27093,20127_Enterprise_-1,0
27094,37062_Enterprise_-1,0
27095,25648_Enterprise_-1,0
27096,19692_Enterprise_-1,0
27097,24067_SMB_-1,0
27098,44528_Enterprise_-1,0
27099,36586_Enterprise_-1,0
27100,23089_Enterprise_5,1
27101,15158_SMB_-1,0
27102,20089_Enterprise_0,1
27103,20037_Enterprise_-1,0
27104,43242_Enterprise_-1,0
27105,4995_Enterprise_-1,0
27106,12943_SMB_-1,0
27107,33212_SMB_-1,0
27108,9655_Enterprise_-1,0
27109,5413_Enterprise_-1,0
27110,14708_Enterprise_-1,0
27111,31789_Enterprise_1,1
27112,25621_SMB_-1,0
27113,38960_Enterprise_-1,0
27114,26324_Enterprise_-1,0
27115,12484_Enterprise_-1,0
27116,20230_Enterprise_-1,0
27117,20117_Enterprise_-1,0
27118,4222_Enterprise_-1,0
27119,35492_Enterprise_53,1
27120,39035_SMB_-1,0
27121,3579_Enterprise_53,1
27122,20139_Enterprise_-1,0
27123,86_SMB_-1,0
27124,15645_SMB_-1,0
27125,28239_Enterprise_-1,0
27126,32953_Enterprise_53,1
27127,32939_Enterprise_-1,0
27128,28817_Enterprise_-1,0
27129,6721_Enterprise_53,1
27130,20112_Enterprise_53,1
27131,21939_Enterprise_53,1
27132,28504_SMB_-1,0
27133,41427_Enterprise_53,1
27134,5061_Enterprise_-1,0
27135,36196_SMB_-1,0
27136,19944_Enterprise_-1,0
27137,20108_Enterprise_53,1
27138,20101_Enterprise_-1,0
27139,20047_SMB_-1,0
27140,3505_Enterprise_53,1
27141,32849_SMB_-1,0
27142,20728_Enterprise_-1,0
27143,32588_Enterprise_-1,0
27144,26391_SMB_-1,0
27145,20116_Enterprise_53,1
27146,22094_SMB_0,1
27147,20094_Enterprise_53,1
27148,19988_SMB_-1,0
27149,20157_SMB_-1,0
27150,20173_SMB_-1,0
27151,7981_SMB_-1,0
27152,44340_SMB_-1,0
27153,25748_SMB_-1,0
27154,18381_SMB_-1,0
27155,34550_SMB_12,1
27156,43248_SMB_-1,0
27157,38136_Enterprise_-1,0
27158,5157_SMB_-1,0
27159,20642_SMB_3,1
27160,24080_Enterprise_-1,0
27161,15211_SMB_-1,0
27162,22127_SMB_-1,0
27163,2180_SMB_-1,0
27164,5285_SMB_-1,0
27165,2431_SMB_1,1
27166,33669_SMB_-1,0
27167,16247_SMB_-1,0
27168,16122_SMB_-1,0
27169,41357_SMB_-1,0
27170,21002_Enterprise_0,1
27171,40284_SMB_-1,0
27172,10879_SMB_0,1
27173,44844_SMB_-1,0
27174,1356_SMB_-1,0
27175,5157_SMB_-1,0
27176,30347_Enterprise_-1,0
27177,38028_SMB_-1,0
27178,2119_SMB_-1,0
27179,22235_SMB_-1,0
27180,43521_SMB_-1,0
27181,6172_SMB_-1,0
27182,45757_SMB_-1,0
27183,15208_SMB_1,1
27184,38213_SMB_-1,0
27185,26250_SMB_-1,0
27186,31327_SMB_-1,0
27187,25825_SMB_-1,0
27188,3370_SMB_-1,0
27189,15061_SMB_-1,0
27190,39412_SMB_-1,0
27191,7412_Enterprise_-1,0
27192,31021_Enterprise_-1,0
27193,42248_Enterprise_-1,0
27194,46616_Enterprise_-1,0
27195,37657_Enterprise_-1,0
27196,26813_Enterprise_-1,0
27197,44743_Enterprise_-1,0
27198,26695_Enterprise_-1,0
27199,19334_Enterprise_-1,0
27200,44602_Enterprise_-1,0
27201,26158_Enterprise_-1,0
27202,36817_Enterprise_-1,0
27203,16878_Enterprise_-1,0
27204,37680_Enterprise_-1,0
27205,6422_Enterprise_-1,0
27206,21110_Enterprise_-1,0
27207,18049_Enterprise_-1,0
27208,32169_Enterprise_-1,0
27209,37680_Enterprise_-1,0
27210,37680_Enterprise_-1,0
27211,25634_SMB_-1,0
27212,34653_SMB_-1,0
27213,39046_Enterprise_-1,0
27214,37680_SMB_-1,0
27215,21427_Enterprise_-1,0
27216,39083_Enterprise_-1,0
27217,90_Enterprise_-1,0
27218,30105_Enterprise_-1,0
27219,41347_Enterprise_-1,0
27220,28643_Enterprise_-1,0
27221,27776_SMB_-1,0
27222,40975_SMB_-1,0
27223,24631_SMB_-1,0
27224,37680_Enterprise_-1,0
27225,37022_Enterprise_-1,0
27226,217_SMB_-1,0
27227,29263_Enterprise_45,1
27228,35805_SMB_-1,0
27229,6329_SMB_-1,0
27230,32065_Enterprise_-1,0
27231,408_SMB_-1,0
27232,8152_Enterprise_-1,0
27233,37802_Enterprise_-1,0
27234,25082_SMB_-1,0
27235,6462_SMB_-1,0
27236,16072_Enterprise_-1,0
27237,31306_SMB_-1,0
27238,5841_Enterprise_-1,0
27239,15512_Enterprise_-1,0
27240,24374_Enterprise_-1,0
27241,24974_Enterprise_-1,0
27242,34135_Enterprise_-1,0
27243,31864_Enterprise_-1,0
27244,39212_Enterprise_-1,0
27245,3565_Enterprise_-1,0
27246,51_Enterprise_-1,0
27247,7836_Enterprise_-1,0
27248,9345_Enterprise_-1,0
27249,40615_Enterprise_-1,0
27250,20095_Enterprise_-1,0
27251,12139_Enterprise_-1,0
27252,14398_Enterprise_-1,0
27253,12139_Enterprise_-1,0
27254,6926_SMB_-1,0
27255,17908_SMB_-1,0
27256,32799_Enterprise_-1,0
27257,8346_SMB_-1,0
27258,2335_SMB_-1,0
27259,22281_Enterprise_-1,0
27260,32799_Enterprise_-1,0
27261,13864_Enterprise_1,1
27262,20086_SMB_-1,0
27263,13866_Enterprise_-1,0
27264,20067_Enterprise_7,1
27265,20077_SMB_-1,0
27266,37731_Enterprise_-1,0
27267,35974_SMB_-1,0
27268,32556_SMB_-1,0
27269,19600_SMB_9,1
27270,41800_SMB_-1,0
27271,39343_SMB_2,1
27272,19661_SMB_-1,0
27273,4794_SMB_-1,0
27274,27628_Enterprise_-1,0
27275,2354_SMB_-1,0
27276,27743_SMB_-1,0
27277,2674_SMB_-1,0
27278,3527_SMB_-1,0
27279,19001_SMB_-1,0
27280,46634_SMB_-1,0
27281,43676_SMB_-1,0
27282,5981_SMB_-1,0
27283,40163_SMB_-1,0
27284,23816_SMB_-1,0
27285,40867_Enterprise_-1,0
27286,47253_Enterprise_-1,0
27287,27743_SMB_-1,0
27288,40867_Enterprise_-1,0
27289,45541_SMB_-1,0
27290,29277_Enterprise_-1,0
27291,22112_SMB_-1,0
27292,21511_Enterprise_-1,0
27293,21497_SMB_-1,0
27294,19936_Enterprise_-1,0
27295,19118_SMB_-1,0
27296,8010_SMB_-1,0
27297,1121_SMB_-1,0
27298,1174_Enterprise_-1,0
27299,12462_SMB_-1,0
27300,19767_SMB_-1,0
27301,5737_SMB_-1,0
27302,42691_Enterprise_-1,0
27303,3537_Enterprise_-1,0
27304,15386_SMB_-1,0
27305,4181_SMB_-1,0
27306,16911_SMB_-1,0
27307,29430_SMB_-1,0
27308,10703_Enterprise_-1,0
27309,5656_SMB_-1,0
27310,4182_SMB_-1,0
27311,15386_SMB_-1,0
27312,13015_SMB_-1,0
27313,45537_Enterprise_-1,0
27314,16736_Enterprise_-1,0
27315,15659_Enterprise_-1,0
27316,28032_SMB_-1,0
27317,5977_SMB_-1,0
27318,40394_SMB_-1,0
27319,28384_SMB_-1,0
27320,38495_SMB_-1,0
27321,8540_Enterprise_-1,0
27322,36965_Enterprise_-1,0
27323,31485_Enterprise_-1,0
27324,14446_SMB_-1,0
27325,15031_SMB_-1,0
27326,912_SMB_37,1
27327,14686_SMB_0,1
27328,36883_SMB_-1,0
27329,17614_SMB_-1,0
27330,15869_SMB_-1,0
27331,45269_SMB_-1,0
27332,10661_SMB_-1,0
27333,20644_SMB_1,1
27334,23655_SMB_-1,0
27335,32079_SMB_-1,0
27336,29850_Enterprise_-1,0
27337,28487_SMB_-1,0
27338,5074_Enterprise_-1,0
27339,7521_SMB_-1,0
27340,36097_SMB_-1,0
27341,20153_SMB_-1,0
27342,11713_SMB_-1,0
27343,36287_SMB_-1,0
27344,2091_Enterprise_-1,0
27345,31116_Enterprise_-1,0
27346,31116_Enterprise_-1,0
27347,26736_SMB_-1,0
27348,26736_SMB_-1,0
27349,25982_Enterprise_-1,0
27350,25982_Enterprise_-1,0
27351,24706_SMB_-1,0
27352,24706_SMB_-1,0
27353,37370_SMB_-1,0
27354,37370_SMB_-1,0
27355,35010_SMB_-1,0
27356,35010_SMB_-1,0
27357,19059_SMB_-1,0
27358,19059_SMB_-1,0
27359,42855_SMB_-1,0
27360,42855_SMB_-1,0
27361,21578_SMB_3,1
27362,21578_SMB_3,1
27363,44610_SMB_-1,0
27364,44610_SMB_-1,0
27365,20125_SMB_-1,0
27366,20125_SMB_-1,0
27367,4210_SMB_-1,0
27368,4210_SMB_-1,0
27369,33498_SMB_8,1
27370,33498_SMB_8,1
27371,43676_SMB_-1,0
27372,43676_SMB_-1,0
27373,44264_Enterprise_-1,0
27374,44264_Enterprise_-1,0
27375,10966_SMB_-1,0
27376,10966_SMB_-1,0
27377,36362_SMB_-1,0
27378,36362_SMB_-1,0
27379,19779_SMB_13,1
27380,19778_SMB_13,1
27381,7740_SMB_31,1
27382,7740_SMB_31,1
27383,14742_SMB_-1,0
27384,14742_SMB_-1,0
27385,13765_SMB_-1,0
27386,13765_SMB_-1,0
27387,23026_SMB_-1,0
27388,23026_SMB_-1,0
27389,23026_SMB_-1,0
27390,23026_SMB_-1,0
27391,25405_Enterprise_-1,0
27392,25405_Enterprise_-1,0
27393,21052_Enterprise_-1,0
27394,21052_Enterprise_-1,0
27395,10600_SMB_-1,0
27396,10600_SMB_-1,0
27397,42741_SMB_-1,0
27398,42741_SMB_-1,0
27399,15441_Enterprise_45,1
27400,33853_SMB_-1,0
27401,46169_Enterprise_-1,0
27402,36184_Enterprise_-1,0
27403,7535_Enterprise_-1,0
27404,21831_SMB_-1,0
27405,45785_SMB_-1,0
27406,19985_Enterprise_-1,0
27407,19406_Enterprise_-1,0
27408,8800_SMB_-1,0
27409,27624_SMB_-1,0
27410,19604_SMB_-1,0
27411,8634_Enterprise_-1,0
27412,19313_Enterprise_-1,0
27413,21334_Enterprise_-1,0
27414,10514_Enterprise_-1,0
27415,14451_Enterprise_-1,0
27416,34396_Enterprise_-1,0
27417,37181_Enterprise_-1,0
27418,19333_Enterprise_-1,0
27419,112_SMB_-1,0
27420,42217_SMB_-1,0
27421,45956_SMB_-1,0
27422,9846_Enterprise_-1,0
27423,25164_SMB_-1,0
27424,36706_Enterprise_-1,0
27425,778_SMB_-1,0
27426,11393_Enterprise_-1,0
27427,6416_SMB_-1,0
27428,21319_SMB_-1,0
27429,40344_Enterprise_-1,0
27430,6701_Enterprise_-1,0
27431,11970_SMB_-1,0
